Geo Point;Geo Shape;id_sir_gp_ecrase_faune;axe;cumuld;plod;absd;date_releve;espece;commune;commentaires;animal_vivant;nb_individus;date_creation;date_modif;source_releve
45.3030985318,5.6353326591;"{""type"": ""Point"", ""coordinates"": [5.635332659104846, 45.30309853184155]}";985;D520A;7969;8;0;2016-06-01;Fouine;Voreppe;;NON;1;2018-04-04;2020-03-05;D38
45.6287444312,5.28920235034;"{""type"": ""Point"", ""coordinates"": [5.28920235034115, 45.62874443116314]}";532;D522;21303;22;200;2015-01-15;Renard roux;Saint-Savin;Renard;NON;1;2016-03-08;2020-03-05;D38
45.0907661161,5.29956277185;"{""type"": ""Point"", ""coordinates"": [5.299562771846958, 45.09076611609313]}";807;D1532;5687;4;50;2016-05-30;Mammifère indéterminé;St Romans;Lapin de garenne;NON;1;2018-04-04;2020-03-05;D38
44.9537730668,5.64025288702;"{""type"": ""Point"", ""coordinates"": [5.640252887015819, 44.95377306681587]}";1439;D1075;123449;117;0;2018-10-21;Sanglier;SINARD;;NON;1;2020-03-05;2020-03-05;D38
45.5357770217,5.56700528636;"{""type"": ""Point"", ""coordinates"": [5.567005286357396, 45.53577702170014]}";491;D1006;44867;43;500;2014-07-28;Hérisson d'Europe;Les Abrets;;;;2015-03-10;2020-03-05;D38
44.8573981888,5.61024294752;"{""type"": ""Point"", ""coordinates"": [5.610242947517915, 44.85739818878428]}";1395;D1075;137749;131;0;2018-02-22;Loup;ST MICHEL LES PORTES;;OUI;1;2020-03-05;2020-03-05;D38
45.1150407822,5.53149473078;"{""type"": ""Point"", ""coordinates"": [5.53149473077602, 45.115040782185304]}";1232;D106;40553;41;0;2017-02-01;Autres;Méaudre;Lièvre;NON;1;2019-04-30;2020-03-05;D38
45.090026684,5.555544859;"{""type"": ""Point"", ""coordinates"": [5.555544858998335, 45.09002668399493]}";1249;D531;33157;35;0;2017-05-20;Chevreuil européen;Villard de Lans;;NON;1;2019-04-30;2020-03-05;D38
45.2593042429,5.42832847497;"{""type"": ""Point"", ""coordinates"": [5.428328474970519, 45.25930424287746]}";797;D201;4731;4;610;2016-04-25;Chevreuil européen;Vatillieu;;OUI;1;2018-04-04;2020-03-05;D38
45.4955722329,5.61068838824;"{""type"": ""Point"", ""coordinates"": [5.610688388240018, 45.495572232926456]}";324;D28;2022;2;0;2014-07-15;Blaireau européen;La Batie Divisin;;;;2015-03-10;2020-03-05;D38
45.6740351522,5.48434537613;"{""type"": ""Point"", ""coordinates"": [5.484345376125629, 45.674035152186576]}";2763;D60A;4487;4;500;2019-01-05;Renard roux;MORESTEL;;NON;1;2020-09-07;2020-09-07;D38
45.1545138012,5.38126076049;"{""type"": ""Point"", ""coordinates"": [5.381260760493909, 45.15451380115627]}";762;D1532;15577;14;0;2016-01-28;Mammifère indéterminé;Izeron;Lapin de garenne;NON;1;2018-04-04;2020-03-05;D38
45.3713411823,5.68949921079;"{""type"": ""Point"", ""coordinates"": [5.689499210790393, 45.37134118231976]}";161;D520;44374;44;200;2012-10-26;Renard roux;Saint-Joseph-de-Rivière;;;;2013-04-08;2020-03-05;D38
44.8947232212,5.63537622954;"{""type"": ""Point"", ""coordinates"": [5.635376229542739, 44.8947232212175]}";596;D34;2085;2;100;2015-12-12;Renard roux;Roissard;;NON;1;2016-03-08;2020-03-05;D38
45.1078764082,5.56448527806;"{""type"": ""Point"", ""coordinates"": [5.564485278057129, 45.10787640819771]}";39;D531;35298;37;100;2007-08-23;Chat;Lans-en-Vercors;Bouilly;;;2012-12-03;2020-03-05;D38
45.3402285662,4.78465666987;"{""type"": ""Point"", ""coordinates"": [4.784656669870514, 45.340228566167426]}";529;D4;29766;30;0;2015-03-04;Rapace indéterminé;Sablons;Visiblement une buse;Non;1;2016-01-08;2020-03-05;D38
45.4405669321,5.56547135684;"{""type"": ""Point"", ""coordinates"": [5.56547135684432, 45.4405669320733]}";1147;D1075;60716;54;500;2018-10-29;Sanglier;Bilieu;;NON;1;2019-02-14;2020-03-05;D38
45.702293747,5.38972071168;"{""type"": ""Point"", ""coordinates"": [5.389720711680435, 45.70229374704018]}";400;D522;33576;34;500;;Blaireau européen;Courtenay;;;;2015-03-10;2020-03-05;D38
45.6242506038,5.2834478649;"{""type"": ""Point"", ""coordinates"": [5.283447864901086, 45.624250603833154]}";449;D522;20599;21;500;2014-12-22;Autres;;Ragondin;;;2015-03-10;2021-04-20;D38
44.8225844186,5.62233934048;"{""type"": ""Point"", ""coordinates"": [5.622339340477518, 44.82258441858067]}";849;D1075;144644;138;200;2016-02-09;Autres;Clelles;Lièvre;NON;1;2018-04-04;2020-03-05;D38
45.6438028089,5.49659019274;"{""type"": ""Point"", ""coordinates"": [5.496590192744205, 45.64380280894657]}";394;D1075;33685;27;500;;Sanglier;Veyrins-Thuellin;;;;2015-03-10;2020-03-05;D38
45.2941953937,5.50790464626;"{""type"": ""Point"", ""coordinates"": [5.507904646263603, 45.294195393679466]}";165;D45;2920;3;0;2012-11-09;Renard roux;Tullins;;;;2013-04-08;2020-03-05;D38
45.3380489799,5.54288620535;"{""type"": ""Point"", ""coordinates"": [5.542886205352768, 45.33804897990052]}";931;D1085;41193;41;195;2016-01-29;Renard roux;Moirans;;NON;1;2018-04-04;2020-03-05;D38
44.9449132853,5.64525036925;"{""type"": ""Point"", ""coordinates"": [5.645250369248735, 44.94491328528467]}";1501;D110;5631;5;800;2019-09-20;Ecureuil roux;SINARD;;NON;1;2020-03-05;2020-03-05;D38
45.0945783552,5.23086874288;"{""type"": ""Point"", ""coordinates"": [5.23086874288287, 45.09457835515206]}";761;D1092;7194;7;200;2016-01-27;Blaireau européen;St Hilaire du Rosier;;OUI;1;2018-04-04;2020-03-05;D38
44.7895850198,5.63406677685;"{""type"": ""Point"", ""coordinates"": [5.63406677684617, 44.78958501979533]}";1442;D1075;149172;143;300;2019-01-08;Sanglier;Monestier-du-Percy;;NON;1;2020-03-05;2020-03-05;D38
45.1608009311,5.60931603818;"{""type"": ""Point"", ""coordinates"": [5.609316038181855, 45.160800931101576]}";61;D531;42681;44;500;2010-01-17;Martre;Lans-en-Vercors;Bruyant;;;2012-12-03;2020-03-05;D38
45.4145296259,4.81704460813;"{""type"": ""Point"", ""coordinates"": [4.81704460813209, 45.41452962593256]}";524;D131B;4101;4;100;2015-11-17;Mammifère indéterminé;Auberives-sur-Varèze;Lapin ou lièvre;Non;2;2016-01-08;2020-03-05;D38
45.4623242909,5.16271280659;"{""type"": ""Point"", ""coordinates"": [5.16271280658601, 45.46232429092059]}";549;D518;28979;29;0;2015-11-21;Chevreuil européen;Lieudieu;Chevreuil;NON;1;2016-03-08;2020-03-05;D38
45.5636998955,4.99305938623;"{""type"": ""Point"", ""coordinates"": [4.993059386228155, 45.56369989553989]}";515;D75;8618;8;600;2015-11-03;Renard roux;Septème;;Non;1;2015-11-09;2020-03-05;D38
45.2878688818,5.56337122901;"{""type"": ""Point"", ""coordinates"": [5.563371229012412, 45.28786888177908]}";1075;D1532;37943;36;400;2017-03-03;Blaireau européen;St Quentin;;NON;1;2019-02-14;2020-03-05;D38
45.7200054945,5.2282622487;"{""type"": ""Point"", ""coordinates"": [5.228262248704882, 45.72000549451163]}";700;D75;36161;36;0;2016-03-17;Chat forestier;VILLEMOIRIEU;;NON;1;2018-04-04;2020-03-05;D38
45.8413953924,5.32788354349;"{""type"": ""Point"", ""coordinates"": [5.327883543487939, 45.8413953924349]}";391;D65;20878;21;0;2014-03-20;Blaireau européen;La Balme les Grottes;;;;2015-03-10;2020-03-05;D38
45.6537653481,5.45542858662;"{""type"": ""Point"", ""coordinates"": [5.45542858662146, 45.653765348059636]}";2793;D19;12767;12;800;2019-09-03;Sanglier;VEZERONCE CURTIN;;NON;1;2020-09-07;2020-09-07;D38
45.7039826846,5.4431726326;"{""type"": ""Point"", ""coordinates"": [5.443172632600341, 45.70398268461855]}";2787;D244A;4772;4;800;2019-07-31;Ragondin;PASSINS;;NON;1;2020-09-07;2020-09-07;D38
44.8566974074,5.61104070963;"{""type"": ""Point"", ""coordinates"": [5.611040709634846, 44.85669740737389]}";855;D1075;137849;131;100;2016-03-15;Renard roux;St Michel les portes;;NON;1;2018-04-04;2020-03-05;D38
45.3676464822,5.63349379097;"{""type"": ""Point"", ""coordinates"": [5.633493790973072, 45.36764648217653]}";1138;D520;37428;37;230;2018-09-15;Blaireau européen;St Etienne de Crossey;;NON;1;2019-02-14;2020-03-05;D38
45.6663596688,5.20581203194;"{""type"": ""Point"", ""coordinates"": [5.205812031936876, 45.66635966875455]}";1188;D18;8337;8;900;2017-05-07;Renard roux;Panossas;;NON;1;2019-04-30;2020-03-05;D38
44.841608726,5.82535627688;"{""type"": ""Point"", ""coordinates"": [5.825356276875397, 44.84160872598362]}";1471;D66;11796;11;830;2019-06-06;Chevreuil européen;;Mâle;NON;1;2020-03-05;2020-03-05;D38
45.3829367288,5.57425190314;"{""type"": ""Point"", ""coordinates"": [5.574251903143359, 45.38293672878613]}";302;D1076;528;0;528;2014-03-17;Renard roux;Voiron;;;;2015-03-10;2020-03-05;D38
44.9020878037,5.61875950177;"{""type"": ""Point"", ""coordinates"": [5.618759501768587, 44.902087803655235]}";1372;D1075;130080;123;500;2017-09-18;Sanglier;ROISSARD;;NON;3;2020-03-05;2020-03-05;D38
44.7874003713,5.63913560037;"{""type"": ""Point"", ""coordinates"": [5.639135600365396, 44.787400371330094]}";848;D1075;149672;143;800;2016-02-08;Blaireau européen;Monestier du Percy;;NON;1;2018-04-04;2020-03-05;D38
44.8189442944,5.93683380087;"{""type"": ""Point"", ""coordinates"": [5.936833800874191, 44.81894429435574]}";617;D537;800;0;800;2016-01-06;Chevreuil européen;Corps;;NON;1;2016-03-08;2020-03-05;D38
45.0879161899,5.55493179803;"{""type"": ""Point"", ""coordinates"": [5.554931798029552, 45.087916189905904]}";26;D531;32917;34;735;2011-04-22;Chat;Villard-de-Lans;Les Geymonds;;;2012-12-03;2020-03-05;D38
45.6865060235,5.20896451995;"{""type"": ""Point"", ""coordinates"": [5.20896451995156, 45.68650602354554]}";1223;D18;10722;11;300;2018-10-03;Autres;Chozeau;Ragondin;NON;1;2019-04-30;2020-03-05;D38
44.8573981888,5.61024294752;"{""type"": ""Point"", ""coordinates"": [5.610242947517915, 44.85739818878428]}";1445;D1075;137749;131;0;2019-01-21;Sanglier;St Michel les Portes;;NON;1;2020-03-05;2020-03-05;D38
45.4663416943,5.65382372094;"{""type"": ""Point"", ""coordinates"": [5.653823720936803, 45.466341694299864]}";243;D82;8745;8;500;2013-07-03;Chat forestier;Saint-Geoire-en-Valdaine;;;;2014-04-02;2020-03-05;D38
45.7014052248,5.18597078996;"{""type"": ""Point"", ""coordinates"": [5.18597078995606, 45.70140522482928]}";714;D75;32100;32;0;2016-11-27;Sanglier;CHOZEAU;;NON;1;2018-04-04;2020-03-05;D38
44.8496535715,5.62035159504;"{""type"": ""Point"", ""coordinates"": [5.620351595037474, 44.849653571467734]}";877;D1075;139047;132;300;2016-08-02;Autres;St Martin de Clelles;Lièvre;NON;1;2018-04-04;2020-03-05;D38
45.6734471838,5.46604588188;"{""type"": ""Point"", ""coordinates"": [5.466045881875232, 45.6734471838005]}";670;D1075;29425;23;200;2016-01-24;Mammifère indéterminé;MORESTEL;Chat;NON;1;2018-04-04;2020-03-05;D38
45.460390101,5.35597997234;"{""type"": ""Point"", ""coordinates"": [5.355979972339415, 45.46039010101596]}";569;D51;18238;18;200;2014-07-04;Hérisson d'Europe;Saint-Didier-de-Bizonnes;1 hérisson;NON;1;2016-03-08;2020-03-05;D38
45.7573658743,5.22020913368;"{""type"": ""Point"", ""coordinates"": [5.220209133681215, 45.75736587425602]}";377;D65B;3300;3;300;2014-03-17;Blaireau européen;Saint Romain de Jalionas;;;;2015-03-10;2020-03-05;D38
45.3886455961,5.57353448295;"{""type"": ""Point"", ""coordinates"": [5.573534482946129, 45.388645596125706]}";1131;D1075;67479;61;260;2018-08-06;Hérisson d'Europe;Voiron;;NON;1;2019-02-14;2020-03-05;D38
45.6861587501,5.43982676074;"{""type"": ""Point"", ""coordinates"": [5.439826760737595, 45.68615875011325]}";2804;D517;34105;34;0;2019-11-21;Renard roux;PASSINS;;NON;1;2020-09-07;2020-09-07;D38
44.8673940657,5.60929275723;"{""type"": ""Point"", ""coordinates"": [5.609292757231629, 44.86739406568397]}";1311;D1075;135450;128;700;2017-01-12;Cerf élaphe;Clelles;faon;NON;1;2020-03-05;2020-03-05;D38
45.4787491753,5.23272503853;"{""type"": ""Point"", ""coordinates"": [5.232725038526024, 45.47874917533852]}";548;D502;30528;31;0;2015-11-20;Ecureuil roux;Châtonnay;Ecureuil;NON;1;2016-03-08;2020-03-05;D38
45.5047184087,5.6029786791;"{""type"": ""Point"", ""coordinates"": [5.60297867910385, 45.50471840872238]}";249;D28;800;0;800;2013-07-18;Renard roux;La Bâtie-Divisin;;;;2014-04-02;2020-03-05;D38
45.0602369785,5.32746463494;"{""type"": ""Point"", ""coordinates"": [5.327464634936598, 45.06023697854865]}";809;D531;5971;7;700;2016-06-03;Renard roux;Auberives;;NON;1;2018-04-04;2020-03-05;D38
45.7652709762,5.23986847752;"{""type"": ""Point"", ""coordinates"": [5.239868477517708, 45.76527097623786]}";1203;D65B;1488;1;500;2017-09-10;Chevreuil européen;St Romain;;NON;1;2019-04-30;2020-03-05;D38
44.8751240989,5.64996265629;"{""type"": ""Point"", ""coordinates"": [5.649962656287651, 44.87512409887551]}";918;D34;4963;5;;2016-12-19;Autres;ROISSARD;Lièvre;NON;1;2018-04-04;2020-03-05;D38
45.3127218299,5.4866452014;"{""type"": ""Point"", ""coordinates"": [5.48664520140429, 45.31272182988837]}";997;D45;5439;6;180;2016-09-07;Blaireau européen;Tullins;;NON;1;2018-04-04;2020-03-05;D38
45.4160628827,5.7507448159;"{""type"": ""Point"", ""coordinates"": [5.750744815901616, 45.41606288271813]}";160;D520;52322;52;90;2012-10-18;Renard roux;Entre-deux-Guiers;;;;2013-04-08;2020-03-05;D38
44.8728589887,5.73809551253;"{""type"": ""Point"", ""coordinates"": [5.738095512530241, 44.87285898874801]}";1158;D116;7040;7;800;2018-06-18;Blaireau européen;saint arey;Blaireau;NON;1;2019-02-18;2020-03-05;D38
45.6819939032,5.30620740319;"{""type"": ""Point"", ""coordinates"": [5.306207403194589, 45.68199390316966]}";425;D517;22903;22;800;2014-07-15;Chevreuil européen;;;;;2015-03-10;2020-03-05;D38
44.861519882,5.60213834399;"{""type"": ""Point"", ""coordinates"": [5.602138343986206, 44.861519881952795]}";1347;D1075;136951;130;200;2017-05-22;Blaireau européen;Saint Michel Les Portes;;NON;1;2020-03-05;2020-03-05;D38
45.8413953924,5.32788354349;"{""type"": ""Point"", ""coordinates"": [5.327883543487939, 45.8413953924349]}";1215;D65;20878;21;0;2018-04-29;Chevreuil européen;La Balme;;NON;1;2019-04-30;2020-03-05;D38
45.7716080041,5.18912966693;"{""type"": ""Point"", ""coordinates"": [5.189129666926061, 45.77160800405854]}";693;D55;4218;4;300;2016-02-01;Rapace indéterminé;CHAVANOZ;Buse;NON;1;2018-04-04;2020-03-05;D38
44.8078823815,5.65925558217;"{""type"": ""Point"", ""coordinates"": [5.659255582169117, 44.807882381521324]}";880;D13;2984;3;0;2016-09-14;Blaireau européen;Le Percy;;NON;1;2018-04-04;2020-03-05;D38
45.1387889079,5.58712469821;"{""type"": ""Point"", ""coordinates"": [5.587124698212992, 45.138788907905656]}";662;D531;39394;41;200;2015-12-15;Oiseau de petit taille indéterminé;Lans-en-Vercors;Faisan;NON;1;2016-03-08;2020-03-05;D38
45.1361924468,5.26591375403;"{""type"": ""Point"", ""coordinates"": [5.265913754030461, 45.13619244681237]}";827;D68;1604;1;600;2016-12-10;Autres;Chat forestierte;Lièvre;OUI;1;2018-04-04;2020-03-05;D38
45.3730100093,5.69520232106;"{""type"": ""Point"", ""coordinates"": [5.695202321058462, 45.3730100092897]}";253;D520;44874;44;700;2013-09-04;Blaireau européen;Saint-Joseph-de-Rivière;;;;2014-04-02;2020-03-05;D38
45.1536610853,5.60448981308;"{""type"": ""Point"", ""coordinates"": [5.604489813080675, 45.15366108533216]}";657;D531;41777;43;600;2015-11-22;Chevreuil européen;Lans-en-Vercors;;NON;1;2016-03-08;2020-03-05;D38
45.3671142561,5.62870135995;"{""type"": ""Point"", ""coordinates"": [5.628701359946801, 45.367114256103235]}";260;D520;37046;36;900;2013-10-15;Blaireau européen;Saint-Étienne-de-Crossey;;;;2014-04-02;2020-03-05;D38
45.149275529,5.62160795839;"{""type"": ""Point"", ""coordinates"": [5.621607958394925, 45.14927552902331]}";1257;D106;22061;22;400;2017-06-25;Renard roux;St Nizier du Moucherotte;Renardeau;NON;1;2019-04-30;2020-03-05;D38
44.8254734967,5.76453754771;"{""type"": ""Point"", ""coordinates"": [5.76453754771328, 44.82547349672826]}";1338;D66;18234;18;300;2017-04-11;Ecureuil roux;Mens;;NON;1;2020-03-05;2020-03-05;D38
45.7372054575,5.4053042589;"{""type"": ""Point"", ""coordinates"": [5.405304258897043, 45.73720545750441]}";2796;D1075;19769;14;0;2019-09-30;Chevreuil européen;COURTENAY;;NON;1;2020-09-07;2020-09-07;D38
45.4357328662,5.57868201513;"{""type"": ""Point"", ""coordinates"": [5.578682015126001, 45.43573286622577]}";145;D82;1476;1;500;2012-03-15;Chevreuil européen;Massieu;;;;2013-04-05;2020-03-05;D38
45.5861507101,5.40224422665;"{""type"": ""Point"", ""coordinates"": [5.402244226653004, 45.58615071010456]}";483;D54B;1148;1;150;2014-04-04;Blaireau européen;Rochetoirin;;;;2015-03-10;2020-03-05;D38
45.3829367288,5.57425190314;"{""type"": ""Point"", ""coordinates"": [5.574251903143359, 45.38293672878613]}";303;D1076;528;0;528;2014-03-17;Chevreuil européen;Voiron;;;;2015-03-10;2020-03-05;D38
45.0675269414,5.54881728168;"{""type"": ""Point"", ""coordinates"": [5.548817281677938, 45.06752694136178]}";75;D215;723;0;723;2007-06-21;Chat;Villard-de-Lans;Val de la moliere;;;2012-12-03;2020-03-05;D38
45.3650691169,5.68336423778;"{""type"": ""Point"", ""coordinates"": [5.683364237778347, 45.365069116946344]}";1141;D520;43518;43;330;2018-09-26;Blaireau européen;St Joseph de rivière;;NON;1;2019-02-14;2020-03-05;D38
45.427601522,5.56281073528;"{""type"": ""Point"", ""coordinates"": [5.562810735275852, 45.42760152201489]}";979;D1075;62270;56;70;2016-05-24;Chevreuil européen;Chirens;;NON;1;2018-04-04;2020-03-05;D38
45.7431504383,5.46726709426;"{""type"": ""Point"", ""coordinates"": [5.467267094256239, 45.74315043827877]}";409;D14;4507;4;500;;Sanglier;Creys-Mépieu;;;;2015-03-10;2020-03-05;D38
45.2124233369,5.57575484532;"{""type"": ""Point"", ""coordinates"": [5.575754845316758, 45.21242333688439]}";133;D218;20582;23;0;2010-04-15;Chat;Autrans;;;;2012-12-03;2020-03-05;D38
45.1939482453,5.20638124983;"{""type"": ""Point"", ""coordinates"": [5.206381249828367, 45.193948245304725]}";785;D27;12658;13;100;2016-03-08;Autres;St Antoinne l'Abbaye;Lièvre;OUI;1;2018-04-04;2020-03-05;D38
45.1858661243,5.3265425462;"{""type"": ""Point"", ""coordinates"": [5.326542546199865, 45.185866124280935]}";833;D71;7466;15;100;2016-12-16;Chevreuil européen;St Verand;;OUI;1;2018-04-04;2020-03-05;D38
45.3429059942,5.60893973826;"{""type"": ""Point"", ""coordinates"": [5.608939738256273, 45.34290599422149]}";999;D1075;74893;68;234;2016-10-01;Sanglier;La Buisse;;NON;1;2018-04-04;2020-03-05;D38
45.1032825486,5.31215777504;"{""type"": ""Point"", ""coordinates"": [5.312157775039406, 45.10328254855352]}";353;D1532;7395;5;800;2014-05-09;Renard roux;St Romans;;;;2015-03-10;2020-03-05;D38
45.1450565399,5.5974530301;"{""type"": ""Point"", ""coordinates"": [5.597453030099325, 45.14505653990074]}";55;D531;40567;42;400;2011-05-02;Chevreuil européen;Lans-en-Vercors;Lolette;;;2012-12-03;2020-03-05;D38
45.7014052248,5.18597078996;"{""type"": ""Point"", ""coordinates"": [5.18597078995606, 45.70140522482928]}";2818;D75;32100;32;0;2019-04-01;Fouine;Villemoirieu;;NON;1;2020-09-07;2020-09-07;D38
45.1243635697,5.52990595494;"{""type"": ""Point"", ""coordinates"": [5.529905954944189, 45.12436356974729]}";1259;D106;39497;40;0;2017-06-28;Blaireau européen;Méaudre;;NON;1;2019-04-30;2020-03-05;D38
45.7661589791,5.09170324695;"{""type"": ""Point"", ""coordinates"": [5.091703246951165, 45.76615897914277]}";2808;D517;400;0;400;2019-01-21;Blaireau européen;Villette d'Anthon;;NON;1;2020-09-07;2020-09-07;D38
44.8209957489,5.75060001259;"{""type"": ""Point"", ""coordinates"": [5.750600012590349, 44.82099574894845]}";1406;D526;14542;14;600;2018-05-25;Blaireau européen;Mens;;NON;1;2020-03-05;2020-03-05;D38
45.1633359113,5.62573982422;"{""type"": ""Point"", ""coordinates"": [5.625739824219933, 45.16333591134622]}";91;D106;19904;20;200;2008-11-18;Blaireau européen;Saint-Nizier-du-Moucherotte;Chenevarie;;;2012-12-03;2020-03-05;D38
45.312338303,5.62240918647;"{""type"": ""Point"", ""coordinates"": [5.622409186473095, 45.312338303015274]}";995;D1075;78748;72;82;2016-09-07;Renard roux;Voreppe;;NON;1;2018-04-04;2020-03-05;D38
44.7949325033,5.69390983793;"{""type"": ""Point"", ""coordinates"": [5.693909837928555, 44.79493250334285]}";887;D216;1982;2;50;2016-06-15;Renard roux;Prébois;;NON;1;2018-04-04;2020-03-05;D38
45.3320056826,5.48577340493;"{""type"": ""Point"", ""coordinates"": [5.485773404934236, 45.332005682600915]}";925;D45;8061;8;800;2016-01-09;Fouine;Renage;;NON;1;2018-04-04;2020-03-05;D38
44.8380409773,5.60988202476;"{""type"": ""Point"", ""coordinates"": [5.609882024761791, 44.838040977262715]}";1317;D1075;140794;134;50;2017-02-08;Cerf élaphe;Saint Martin de Clelles;faon;NON;1;2020-03-05;2020-03-05;D38
45.7662871043,5.1061261866;"{""type"": ""Point"", ""coordinates"": [5.106126186601887, 45.7662871043466]}";2779;D517;1505;1;500;2019-03-29;Lièvre d'Europe;PASSINS;;NON;1;2020-09-07;2020-09-07;D38
